name,nat,tm,age,pos,cm,kg,app,min,G,A,yel,red,spG,pa%,aerWon,moM,tac,int,fouls,offW,clear,drbP,blcks,ownG,KP,drb,fouled,cOff,disp,unsT,avgP,crosses,longB,thrB
Cameron Brannagan,Liverpool,eng,20,Midfielder,180,71,1(2),112,-,-,-,-,0.3,95.1,-,-,1.7,1.3,-,-,-,1.3,0.3,-,1,0.7,-,-,0.7,-,40.7,0.7,1.3,-
Jordon Ibe,Liverpool,eng,20,AM(LR),176,81,12(15),1172,1,2,-,-,1.1,84.8,0.1,1,0.4,-,0.4,-,-,0.3,-,-,0.7,2.3,0.5,-,1.3,1,17.7,0.4,0.4,0.1
Connor Randall,Liverpool,eng,20,Defender,180,76,2(1),163,-,-,-,-,0.7,73.2,0.7,-,1,1,0.7,-,-,0.3,0.3,-,0.3,-,0.7,-,0.7,1.3,27.3,-,1.7,-
Dejan Lovren,Liverpool,hr,27,D(C),188,84,22(2),1898,-,-,2,-,0.9,84.6,3.3,1,1.4,1.5,1,0.4,6.4,0.6,0.6,-,0.3,-,0.5,-,-,0.3,43.8,-,3.3,-
Adam Bogdan,Liverpool,hu,28,GK,193,82,2,180,-,-,-,-,-,46.2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,19.5,-,5.5,-
Kolo Touré,Liverpool,ci,35,D(C),183,74,9(5),859,1,-,1,-,0.3,81.5,0.6,-,1.6,1.8,0.1,0.7,3.2,0.4,0.2,-,0.1,0.5,0.1,-,-,0.1,33.2,-,1.6,-
Martin Skrtel,Liverpool,sk,31,D(C),193,81,21(1),1886,1,-,5,-,0.5,85.3,2.6,-,1,1.9,1,0.7,6.7,0.2,0.9,1,0.2,0.1,0.3,-,-,0.2,53.4,-,2.5,-
Joe Allen,Liverpool,wls,26,M(C),168,62,8(11),736,2,1,-,-,0.6,84.1,0.2,-,1.5,0.7,0.7,0.1,0.4,0.7,0.1,-,0.6,0.4,1.1,-,0.7,0.5,21.5,0.1,1,0.1
Jordan Henderson,Liverpool,eng,26,M(CLR),182,67,15(2),1293,2,3,1,-,1.5,79.1,1.2,-,2.4,1.3,0.6,0.1,1,1,0.1,-,1.1,0.5,0.5,0.2,0.7,0.8,55.2,0.7,4.6,0.1
Simon Mignolet,Liverpool,be,28,GK,193,87,34,3060,-,-,2,-,-,60.6,0.1,-,-,0.1,-,-,0.8,-,-,-,-,0.1,0.1,-,-,-,23.6,-,5.6,-
Steven Caulker,Liverpool,eng,24,D(C),191,76,0(3),4,-,-,-,-,0.3,44.4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
João Teixeira,Liverpool,pt,23,AM(CLR),167,64,0(1),3,-,-,-,-,-,100,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,-,-
Brad Smith,Liverpool,au,22,D(L),178,70,3(1),285,-,-,1,1,0.3,76.6,0.5,-,2.8,0.8,1.8,-,3,0.5,0.3,-,0.5,1,1.3,-,1.5,0.8,26.8,1,1.3,-
Danny Ward,Liverpool,wls,23,GK,191,88,2,180,-,-,-,-,-,53.1,0.5,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,24.5,-,4,-
Christian Benteke,Liverpool,be,25,FW,190,83,14(15),1520,9,3,2,-,2.1,66.1,4.4,3,0.3,-,1,-,0.4,0.1,-,-,1.1,0.5,0.9,0.6,1.1,1.7,17.7,-,0.4,-
Kevin Stewart,Liverpool,eng,23,M(C),171,73,6(1),564,-,-,1,-,0.7,88,0.7,-,2.7,2.1,1.3,-,2,0.7,0.3,-,0.6,0.4,2.3,-,1.3,1.4,64.4,-,3,-
Jon Flanagan,Liverpool,eng,23,D(LR),181,79,5,421,-,1,1,-,-,83.8,1.4,-,2.2,1.8,1.4,0.2,3.4,2.6,0.4,-,0.4,0.4,0.2,-,0.8,0.8,50.6,0.2,1,-
Alberto Moreno,Liverpool,es,24,"D(L),M(L)",170,65,28(4),2548,1,4,3,-,1.1,81.3,0.4,3,2.9,2,0.9,-,1.5,1,0.2,-,1.9,0.5,0.7,0.2,0.9,0.6,41.4,1.1,2.7,-
Daniel Sturridge,Liverpool,eng,27,"M(R),FW",188,76,11(3),980,8,1,-,-,3.4,78.2,0.4,1,0.2,0.2,0.1,-,0.3,0.2,-,-,0.5,0.9,0.9,0.5,2.3,1.5,22.6,0.1,0.9,0.1
Philippe Coutinho,Liverpool,br,24,M(CLR),171,71,24(2),2005,8,5,2,1,4.3,78.9,0.2,4,1.3,0.7,0.4,-,0.3,1.3,-,-,1.9,1.9,1.1,0.2,2.2,2,42,0.4,2.2,0.3
Nathaniel Clyne,Liverpool,eng,25,"D(R),M(R)",175,67,33,2970,1,-,6,-,0.9,78.6,0.3,-,2.5,1.6,0.6,0.3,1.7,0.5,0.2,-,0.7,0.7,0.8,-,0.9,0.7,45.8,0.3,1.8,-
Pedro Chirivella,Liverpool,es,19,Midfielder,178,66,1,46,-,-,-,-,-,72.7,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,1,33,-,2,-
James Milner,Liverpool,eng,30,M(CLR),175,70,28,2416,5,11,9,1,1.4,77.4,1.1,4,2.5,1.3,1.7,-,0.8,1.9,0.1,-,2.2,0.7,1.2,0.1,2.2,1.6,49.1,2.1,2.5,0.1
Troy Deeney,Watford,eng,28,FW,180,76,36(2),3293,13,7,6,-,2.5,60.9,6.2,3,1.3,0.4,1.3,0.1,1.3,0.6,0.1,1,1.5,0.6,0.9,0.5,1.6,1.8,34,-,0.9,0.1
Ben Watson,Watford,eng,31,M(C),178,68,31(4),2815,2,-,4,-,0.5,77.6,1.2,-,2,2.5,1,-,1.8,1.9,0.4,-,0.9,0.1,0.4,-,0.4,0.8,41.1,1.1,3,-
Jurado,Watford,es,30,M(CL),176,72,27,2027,-,-,3,-,1.3,84.1,0.1,-,1.4,0.9,0.4,-,0.3,0.9,-,-,1.5,1.9,1.4,-,1.4,1.6,35.3,0.6,1.2,-
Heurelho Gomes,Watford,br,35,GK,191,91,38,3397,-,-,4,-,-,46.4,0.4,5,0.1,0.1,0.1,-,2,-,-,-,-,-,0.2,-,-,-,25.2,-,9.1,-
Alessandro Diamanti,Watford,it,33,M(CR),180,73,0(3),65,-,-,-,-,0.3,69.4,-,-,1,0.3,0.3,-,0.3,0.7,-,-,0.7,0.3,1,-,-,1.3,16.3,0.7,2,-
Mario Suárez,Watford,es,29,M(C),188,80,8(7),745,-,-,2,-,0.5,78.7,0.6,-,1.4,1.2,0.9,-,0.7,0.9,0.1,-,0.5,0.7,0.3,-,0.6,0.4,28.1,-,2.4,-
Giedrius Arlauskis,Watford,lt,28,GK,184,80,0(1),23,-,-,-,-,-,40,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,5,-,2,-
Juan Carlos Paredes,Watford,ec,29,"D(R),M(R)",174,72,7(10),766,-,-,1,-,0.3,70.8,0.1,-,0.9,0.9,0.6,0.1,0.8,0.7,0.1,-,0.2,0.5,0.5,-,0.5,0.6,15.5,0.4,1.1,-
Craig Cathcart,Watford,nir,27,D(CR),188,73,34(1),3034,1,-,3,-,0.1,70.1,1.9,1,1.3,1.8,0.3,1.2,4.9,0.4,0.7,1,0.1,0.2,0.3,-,0.1,0.2,29.5,-,3.3,-
Víctor Ibarbo,Watford,co,26,"AM(LR),FW",186,69,0(4),65,-,-,-,-,-,71.4,0.5,-,0.5,-,0.5,-,0.5,0.8,-,-,-,-,0.3,-,-,0.5,5.3,-,-,-
Adlène Guédioura,Watford,dz,30,M(C),183,74,3(15),421,-,2,2,-,0.7,69.7,0.7,-,0.7,0.9,0.7,0.1,0.1,0.3,0.1,-,0.6,0.7,0.4,-,0.5,1,13.9,0.5,0.7,-
Steven Berghuis,Watford,nl,24,"AM(R),FW",183,72,0(9),222,-,2,2,-,0.9,72.1,-,-,0.7,0.2,0.8,-,0.1,0.8,-,-,0.9,0.4,0.2,-,0.2,0.7,9.6,0.8,1.2,0.1
Odion Ighalo,Watford,ng,27,"AM(C),FW",188,70,36(1),3153,15,3,4,-,2.9,75.9,0.6,6,0.7,0.4,1.3,-,0.7,0.6,0.1,-,1,1.3,1.5,0.7,2.2,2.8,19.5,0.1,0.2,-
Nordin Amrabat,Watford,ma,29,"AM(CLR),FW",178,77,4(8),503,-,-,2,1,0.6,81.4,0.1,-,0.4,0.3,1.3,-,0.1,0.6,-,-,0.4,1.2,1.6,0.2,1.8,1.3,13,0.7,0.6,0.1
Miguel Britos,Watford,uy,31,D(CL),188,82,24,2076,-,-,7,-,0.3,66.1,2.6,-,1,2.5,0.8,1.1,5.3,0.5,0.6,-,-,0.3,0.8,-,0.1,0.2,32.8,0.1,4.3,-
Nyom,Watford,cm,28,D(R),189,81,29(3),2475,-,1,8,-,0.2,67.9,0.4,-,2.6,1.9,1.2,0.4,2.2,0.8,0.2,-,0.2,0.8,0.7,-,0.6,0.6,26.8,0.4,1.8,-
Etienne Capoue,Watford,fr,28,"D(C),M(C)",189,80,33,2822,-,1,7,-,1.1,79.2,1.1,1,2.9,2.5,1.6,-,1.4,1.2,0.2,-,0.7,1.5,1.7,0.1,1.4,1.3,46.8,0.2,3.4,-
Valon Behrami,Watford,ch,31,M(C),185,78,14(7),1281,-,1,3,1,-,79.7,0.6,-,3.1,2.3,1.5,-,0.5,1.6,0.2,-,0.2,0.2,0.9,-,0.6,0.5,24.2,0.1,0.4,-
Nathan Aké,Watford,nl,21,"D(L),DMC",180,75,20(4),1875,1,-,4,1,0.7,72.7,1.5,1,3.3,3.2,1.2,0.3,3,0.6,0.3,-,0.4,0.4,0.5,-,0.1,0.8,25.4,0.2,1.3,-
Obbi Oularé,Watford,be,20,Forward,194,94,0(2),5,-,-,-,-,-,66.7,0.5,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-
Sebastian Prödl,Watford,at,29,D(C),194,92,19(2),1777,2,-,5,-,0.6,73.9,1.4,-,1.1,3.1,1.1,1,4.4,0.5,0.7,-,0.1,-,0.3,-,0.1,0.1,24.2,-,2.8,-
José Holebas,Watford,gr,32,D(L),184,77,11,946,-,-,2,-,1.2,73.8,2.2,1,2.3,2.6,0.7,0.2,3.1,0.7,0.1,-,0.5,2,0.5,-,1.5,1.6,37.5,0.3,2.4,-
Almen Abdi,Watford,ch,29,M(CLR),180,72,25(7),1987,2,-,4,-,1.2,82.1,0.7,1,2.6,1,1.2,-,0.8,1.6,0.1,-,1,0.4,0.8,-,0.9,1.4,29.3,0.5,1.1,-
Miguel Layún,Watford,mx,28,"D(L),DMC,M(R)",178,70,2(1),132,1,-,-,-,1.3,80.8,-,-,0.7,0.7,0.3,-,0.7,0.7,-,-,0.7,0.3,0.3,-,1.7,0.7,17.3,0.3,0.7,-
Ikechi Anya,Watford,sct,28,"D(L),M(LR),FW",168,58,17(11),1680,-,1,-,-,0.4,79.4,0.5,-,0.6,1.6,-,0.1,1.2,0.3,0.1,-,0.7,0.5,0.6,-,0.4,0.7,23.6,0.3,1,-
Kevin Nolan,West Ham,eng,34,M(C),183,85,1(1),57,-,-,-,-,-,93.3,-,-,0.5,-,-,-,0.5,0.5,-,-,-,0.5,-,-,0.5,-,7.5,-,-,-
Enner Valencia,West Ham,ec,26,"AM(L),FW",174,74,10(9),1010,4,2,1,-,1.8,75.6,1.3,-,1.1,0.5,0.6,-,0.8,0.6,0.1,-,0.6,0.8,1.2,0.5,1.4,1.9,13.2,0.3,0.1,-
Reece Oxford,West Ham,eng,17,Defender,178,71,3(4),211,-,-,-,-,0.1,82.7,0.4,-,1.1,0.9,0.1,0.3,1.1,0.6,0.3,-,-,-,0.1,-,-,0.1,7.4,-,0.3,-
Darren Randolph,West Ham,ie,29,GK,188,98,6,540,-,-,-,-,0.2,46.3,0.2,-,-,-,-,-,0.3,-,-,-,-,0.2,-,-,-,-,27.3,-,9.2,-
Josh Cullen,West Ham,ie,20,Midfielder,175,70,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Andy Carroll,West Ham,eng,27,FW,193,79,13(14),1436,9,2,2,-,2.1,61.6,4.1,1,0.3,0.3,1.4,-,1,0.2,0.3,-,0.7,0.3,0.9,0.3,0.8,1.3,16.1,-,0.5,-
Angelo Ogbonna,West Ham,it,28,D(C),191,86,27(1),2328,-,-,5,-,0.2,79.4,2.2,-,1.5,1.8,0.8,0.6,5.8,0.3,0.7,-,0.1,0.3,0.6,-,0.3,0.5,33.8,-,2.8,-
Mauro Zárate,West Ham,ar,29,"M(CL),FW",176,76,9(6),791,3,-,1,-,1.9,85.2,0.2,2,1.7,0.5,0.8,-,0.5,0.7,-,-,1.3,1.4,1.5,-,1.1,1.7,17.5,1.2,0.7,-
Victor Moses,West Ham,ng,25,M(CLR),177,75,13(8),982,1,2,-,-,1,80,0.3,-,0.6,0.5,0.8,-,0.1,0.4,0.1,-,0.8,1.5,1,0.3,0.7,1.2,13.3,0.4,0.3,-
Mark Noble,West Ham,eng,29,M(C),180,70,37,3205,7,4,8,1,0.9,86.4,0.5,3,2.8,2.2,1,-,0.5,1.9,0.3,-,1.4,0.8,1.5,0.2,1.1,1,52,0.2,4.1,-
Nikica Jelavic,West Ham,hr,31,FW,188,88,1(12),340,1,2,1,-,0.8,68.9,0.8,-,0.2,0.2,0.5,-,0.3,0.2,-,-,0.7,0.1,0.3,0.5,0.2,0.3,5.7,0.1,-,-
Winston Reid,West Ham,nz,28,D(C),190,87,24,2136,1,1,5,-,0.7,83.1,2.1,2,1.9,3.2,1,0.7,6.5,0.5,1,1,0.3,0.1,1.1,-,0.1,0.3,34.7,-,3.8,-
Aaron Cresswell,West Ham,eng,26,D(L),170,66,37,3315,2,4,1,-,0.8,77.5,1.1,-,1,1.9,0.6,0.2,2.4,0.5,0.5,-,1.1,0.3,0.8,-,0.5,0.6,37.2,0.8,3.1,-
James Tomkins,West Ham,eng,27,D(CR),191,74,23(2),1965,-,-,4,-,0.4,79.5,1.4,1,2.5,2.1,0.7,0.4,4,0.7,0.4,-,0.5,0.2,0.6,-,0.2,0.2,33.4,0.2,2.7,-
Dimitri Payet,West Ham,fr,29,M(CLR),175,77,29(1),2573,9,12,3,-,2.3,80.2,0.1,5,0.8,0.8,0.4,-,0.1,0.8,-,-,4,2.2,1.3,0.1,1.7,1.8,42.3,3.1,2.6,0.3
Modibo Maiga,West Ham,ml,29,FW,185,76,0(3),25,1,-,-,-,0.7,50,0.7,-,-,-,0.3,-,-,-,-,-,-,1,-,1,-,0.3,3.3,-,-,-
Carl Jenkinson,West Ham,eng,24,D(R),185,77,13(7),1226,2,-,3,1,0.4,74.8,0.7,-,1.2,1,0.7,0.1,2.7,0.5,0.3,1,0.3,0.4,0.2,-,0.3,0.6,25.2,0.4,1.5,-
Manuel Lanzini,West Ham,ar,23,AM(CR),167,59,23(3),1921,6,2,3,-,1.8,88.9,0.2,3,1.3,0.9,0.3,-,0.2,0.8,0.1,-,1.3,2.2,1.2,0.2,1,1.3,42,0.5,1,0.1
Matthew Jarvis,West Ham,eng,30,M(LR),173,70,0(3),74,-,-,-,-,-,81,0.3,-,1,0.3,0.3,-,-,-,-,-,-,-,-,-,0.7,-,7,-,-,-
Emmanuel Emenike,West Ham,ng,29,"AM(R),FW",182,82,5(8),510,-,-,-,-,0.8,76.1,0.8,-,0.4,0.1,0.4,-,0.3,0.2,0.1,-,0.5,0.8,0.5,0.5,1,1.6,10.9,0.1,0.2,-
Diafra Sakho,West Ham,sn,26,FW,184,79,18(3),1527,5,1,3,-,2.3,62.2,2.6,-,0.7,0.4,0.9,-,0.9,0.4,0.1,-,0.7,0.9,1.3,0.6,2.1,2.9,16.4,0.1,0.2,-
Adrián,West Ham,es,29,GK,190,80,32,2880,-,-,1,1,-,50.5,0.2,1,-,-,-,-,1.1,0.1,-,-,-,-,0.1,-,-,-,26.7,-,8.6,-
Michail Antonio,West Ham,eng,26,"D(R),M(CLR),FW",180,82,23(3),2063,8,3,3,-,2.1,69.6,1.5,2,1.4,2.2,1,-,1.7,0.7,0.2,-,0.9,1.8,1.3,0.4,1.3,2.5,20.1,0.6,1.2,-
Sam Byram,West Ham,eng,22,"D(R),M(R)",180,72,2(2),286,-,-,3,-,-,74.7,0.8,-,1.3,3,1.8,0.3,2.8,0.3,0.8,-,0.5,-,1,0.5,-,1,23.8,0.5,1,-
James Collins,West Ham,wls,33,D(C),188,83,16(3),1440,-,-,3,1,0.7,75.6,2.7,-,1,1,0.6,0.8,7.9,0.5,1.2,-,0.1,0.2,0.4,0.1,0.1,0.1,30.2,-,2.9,-
Cheikhou Kouyaté,West Ham,sn,26,"D(C),DMC",189,83,34,3010,5,2,5,1,1.3,79.6,2.6,1,2.8,2.2,1.1,0.1,1.7,1.5,0.4,-,0.6,0.9,1.2,0.1,0.9,1.1,36.3,0.1,1.2,-
Alexandre Song,West Ham,cm,29,M(C),185,74,8(4),660,-,-,1,-,0.5,85.3,0.4,-,3.4,1,1.1,-,0.5,2,-,-,0.7,0.6,0.6,-,1.1,0.7,37.3,-,2.3,-
Pedro Obiang,West Ham,es,24,DMC,185,75,11(13),1081,-,1,2,-,0.3,78.6,1.3,1,1.8,1.5,0.8,-,0.9,1.1,0.5,-,0.1,0.5,0.4,-,0.5,0.3,19.8,-,1.1,-
Jan Vertonghen,Tottenham,be,29,D(CL),189,86,29,2595,-,-,5,-,0.4,87.7,1.9,-,1.7,2.2,0.6,0.8,6,0.2,0.6,1,0.2,0.4,0.7,-,0.1,0.3,50.8,0.1,3.5,-
Ryan Mason,Tottenham,eng,25,DMC,175,68,8(14),801,1,-,3,-,0.9,86.3,0.5,-,1.1,0.4,0.4,-,0.4,0.7,0.1,-,0.5,0.3,0.5,-,0.4,0.6,23.9,0.1,1.6,-
Erik Lamela,Tottenham,ar,24,AM(CLR),183,79,28(6),2385,5,9,9,-,1.7,78.6,0.4,2,2.4,0.8,1.9,-,0.1,1.5,0.1,-,2.2,1.2,1,0.4,2.1,1.9,29,1.1,0.6,0.3
Hugo Lloris,Tottenham,fr,29,GK,188,73,37,3330,-,-,-,-,-,63.8,0.1,-,0.1,-,-,-,1.2,-,-,-,-,-,0.1,-,-,0.1,28.3,-,6.8,-
Eric Dier,Tottenham,eng,22,"D(CR),DMC",188,88,37,3268,3,2,10,-,0.8,83.3,2.4,2,2.1,2.2,1.4,0.1,1.9,0.9,0.6,-,0.5,0.2,0.6,-,0.8,0.4,56.3,0.1,3.2,0.1
Danny Rose,Tottenham,eng,26,D(L),173,72,24,2132,1,3,7,-,1.1,79.4,1,-,2.8,1.6,1.7,0.1,3.3,0.8,0.5,-,1,1.2,1.8,-,1.2,0.8,44.2,0.5,2,-
Ben Davies,Tottenham,wls,23,D(CL),181,76,14(3),1288,-,2,3,-,0.5,76.2,1.5,-,1.9,1.6,0.9,0.2,3.6,0.6,0.4,-,0.9,0.4,0.5,-,0.6,0.8,36.6,0.5,1.5,-
Alex Pritchard,Tottenham,eng,23,AM(CL),171,62,0(1),5,-,-,-,-,-,100,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
Christian Eriksen,Tottenham,dk,24,M(CLR),175,71,33(2),2942,6,13,2,-,2.9,81.2,0.5,2,1.3,1,0.4,-,0.7,0.7,-,-,3.3,1,0.5,-,1.8,1.8,52.6,1.2,2.2,0.1
Kieran Trippier,Tottenham,eng,25,D(R),178,71,5(1),458,1,1,1,-,0.3,74,1.8,-,2.3,1.8,0.5,-,2,0.3,0.3,-,1,0.5,1.7,-,0.7,1.2,44.2,1.2,1.8,-
Kyle Walker,Tottenham,eng,26,D(R),178,70,33,2943,1,3,7,-,0.6,78.4,1.6,1,2.6,2.8,0.9,0.3,3.2,0.8,0.2,1,1,0.5,0.9,0.1,0.7,1,37.9,0.5,2.3,-
Toby Alderweireld,Tottenham,be,27,D(CR),186,81,38,3420,4,2,3,-,1.1,80.5,1.6,1,1.2,1.7,0.2,1.2,7.5,0.4,0.9,-,0.3,0.2,0.1,-,0.2,0.2,54.6,0.1,6.3,-
Dele Alli,Tottenham,eng,20,M(CL),188,76,28(5),2482,10,9,7,-,2.2,75.9,1.1,2,2.2,1.8,1.5,-,1,1.2,0.2,-,1.7,0.9,2,0.2,2.5,2.5,32.9,0.1,0.8,0.2
Josh Onomah,Tottenham,eng,19,Midfielder,180,64,0(8),78,-,-,-,-,0.4,72.7,-,-,0.5,0.1,0.1,-,-,-,-,-,0.1,0.1,-,-,0.3,0.1,5.5,-,-,-
Tom Carroll,Tottenham,eng,24,M(C),177,71,4(15),506,1,-,3,-,0.3,84.3,0.2,-,0.8,0.7,0.4,-,0.2,0.5,0.1,-,0.5,0.1,0.2,-,0.4,0.7,17.8,0.2,1.1,-
Nabil Bentaleb,Tottenham,dz,21,DMC,187,78,2(3),168,-,-,1,-,0.6,79.4,1,-,0.4,0.4,0.6,-,0.2,0.2,0.4,-,0.4,0.2,-,-,0.4,0.2,19.4,-,0.4,-
Clinton N'Jie,Tottenham,cm,23,FW,175,68,0(8),185,-,1,-,-,0.8,63.9,0.3,-,0.9,-,0.5,-,-,0.4,0.1,-,0.3,0.8,0.1,0.3,0.9,0.9,9,0.1,0.1,-
Mousa Dembélé,Tottenham,be,29,M(CR),185,82,27(2),2273,3,1,3,-,0.8,90,1.1,4,3.6,1.9,1.7,-,1.1,0.4,0.3,-,1,2.9,1.1,0.1,2.2,0.8,47.6,-,1.4,-
Andros Townsend,Tottenham,eng,25,AM(LR),181,77,0(3),64,-,-,-,-,1.7,82.1,-,-,0.7,-,0.3,-,0.7,0.7,-,-,0.7,1.3,-,-,-,0.3,9.3,-,0.3,-
Harry Kane,Tottenham,eng,23,"AM(C),FW",188,65,38,3370,25,1,5,-,4.2,73.1,2,8,0.8,0.6,1.1,-,0.8,0.3,0.2,1,1.2,1.3,1.4,0.8,2.4,1.8,25.3,0.1,1.2,-
Michel Vorm,Tottenham,nl,32,GK,183,84,1,90,-,-,-,-,-,93.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,8,-
Kevin Wimmer,Tottenham,at,23,D(C),187,85,9(1),813,-,-,2,-,0.1,89.5,0.9,-,0.5,2,1.2,1.3,4.9,0.4,0.9,-,0.2,-,0.3,-,0.2,0.3,54.1,-,4.6,-
Nacer Chadli,Tottenham,be,27,AM(CL),189,80,10(19),938,3,2,1,-,0.9,82.5,0.6,-,0.4,0.3,0.6,-,0.6,0.2,0.1,-,0.8,0.2,0.2,0.1,0.7,0.8,13,0.1,0.4,-
Son Heung-Min,Tottenham,kr,24,"AM(CLR),FW",184,79,13(15),1107,4,1,-,-,1.4,79.6,0.3,-,1,0.4,0.4,-,0.3,0.7,-,-,0.6,0.6,0.4,0.3,1.9,0.8,16,-,0.1,-
Romelu Lukaku,Everton,be,23,FW,190,94,36(1),3177,18,6,3,-,3.2,72.6,2.5,4,0.4,-,0.8,-,0.1,0.2,0.1,-,1.4,1.1,0.7,0.4,2.5,2.2,29.7,0.2,0.6,0.1
Seamus Coleman,Everton,ie,27,"D(R),M(R)",178,67,27(1),2386,1,3,4,-,1,84.1,0.5,-,2.1,1.3,0.7,0.2,2.5,0.8,0.4,1,0.6,1.5,1,0.3,0.9,1,37.3,0.5,1.6,-
Leon Osman,Everton,eng,35,M(CLR),173,67,2(7),218,-,-,-,-,0.3,85.2,0.1,-,0.3,0.1,0.2,0.1,0.1,0.4,-,-,-,-,0.7,-,0.3,0.4,15.8,-,0.4,-
Oumar Niasse,Everton,sn,26,FW,182,82,2(3),142,-,-,-,-,0.4,76.7,0.4,-,0.8,0.6,0.4,-,-,0.4,-,-,0.6,0.2,0.6,-,0.4,0.8,8.6,0.4,0.2,0.2
Phil Jagielka,Everton,eng,34,D(CR),183,83,21,1852,-,-,-,-,0.4,84.3,2.8,-,1.9,2.4,0.4,0.5,8.1,0.6,1,-,0.1,0.1,0.7,-,0.3,0.1,49.3,-,7,-
Steven Naismith,Everton,sct,29,"AM(CLR),FW",178,72,4(6),451,3,-,1,-,0.9,73.4,0.8,1,1.1,0.3,1.7,-,0.7,0.9,-,-,0.8,0.5,1.7,0.3,1.1,0.8,17.3,0.2,0.5,-
James McCarthy,Everton,ie,25,M(C),180,72,29,2435,2,2,5,1,0.6,87,0.4,1,2.7,1.8,1.3,0.1,1.7,1.3,0.6,-,0.5,0.2,1,-,0.7,0.8,46.8,0.1,3.3,0.1
Gareth Barry,Everton,eng,35,M(C),183,78,32(1),2837,-,1,5,1,0.5,81.9,1.7,1,2.9,1.6,1.3,-,2.4,1.3,0.7,-,1,0.5,0.8,-,0.9,0.5,62.4,0.3,5.6,0.1
Callum Connolly,Everton,eng,18,Defender,0,0,0(1),36,-,-,-,-,-,100,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,8,-,2,-
Tom Cleverley,Everton,eng,27,M(CLR),175,67,17(5),1614,2,4,1,-,1.1,83.1,0.9,1,2.1,0.9,0.5,-,0.8,1.6,-,-,1,0.6,0.9,-,0.6,0.8,40.2,0.6,2.3,-
Tyias Browning,Everton,eng,22,D(R),181,76,3(2),298,-,-,1,-,0.4,81.5,0.8,-,1.8,1.2,0.8,-,2.4,0.8,-,-,0.4,-,0.4,-,-,0.4,18.4,-,0.8,-
Jonjoe Kenny,Everton,eng,19,Defender,176,67,0(1),61,-,-,-,-,1,68.2,-,-,1,1,-,-,4,1,-,-,-,-,-,-,1,-,22,-,1,-
Matthew Pennington,Everton,eng,21,Defender,185,77,4,299,-,-,1,-,0.5,82.8,1.8,-,0.3,1.8,0.5,0.3,4.3,0.3,2,-,-,0.8,-,-,0.3,-,42.3,-,2.3,-
Kevin Mirallas,Everton,be,28,M(CLR),179,68,10(13),1005,4,2,-,2,1.8,82.6,0.3,-,0.6,0.4,0.6,-,0.3,0.3,-,-,0.8,0.8,0.7,0.3,0.6,0.9,14.3,0.6,1,-
Leighton Baines,Everton,eng,31,"D(L),M(L)",170,74,16(2),1477,2,1,-,-,0.5,82.1,0.5,1,1.9,1.6,0.3,0.2,2.3,0.8,0.3,-,1.2,0.2,1.2,0.2,0.6,0.5,42,1.4,3.2,-
Steven Pienaar,Everton,za,34,M(L),173,69,0(4),118,-,-,-,-,0.5,77.9,0.5,-,-,1,0.3,-,0.8,0.5,-,-,0.3,0.8,0.8,-,1,1,19.3,0.3,1,-
Tom Davies,Everton,,18,Midfielder,179,78,1(1),97,-,-,-,-,0.5,77.6,-,-,0.5,2.5,1,0.5,0.5,0.5,-,-,-,1,1,-,-,2,24.5,-,1,-
Gerard Deulofeu,Everton,es,22,AM(R),171,68,16(10),1385,2,8,2,-,0.3,73.6,-,-,0.6,0.5,0.1,-,0.2,0.8,-,-,1.3,1.8,0.5,0.1,1.1,1.3,20.1,0.9,1.5,0.2
Arouna Koné,Everton,ci,32,"AM(LR),FW",182,78,16(9),1459,5,4,1,-,1.4,84.1,0.6,1,1,0.4,0.6,-,0.3,0.6,-,-,0.6,1,0.5,0.2,1.8,1.8,23.2,0.2,0.5,-
Tony Hibbert,Everton,eng,35,D(R),175,71,0(1),45,-,-,-,-,1,82.4,-,-,1,3,-,-,-,2,1,-,-,-,-,-,1,-,17,-,1,-
Muhamed Besic,Everton,ba,24,DMC,180,80,7(5),560,-,-,1,-,0.3,86.4,0.4,-,2.2,0.8,0.4,0.2,1.3,0.7,0.3,-,0.4,1.2,0.2,-,1.2,0.4,28.1,0.1,1.9,0.1
Darron Gibson,Everton,ie,28,M(C),183,90,2(5),239,-,1,3,-,0.3,85.1,1,-,0.6,0.6,0.6,-,2.1,0.4,0.3,-,0.6,0.4,-,-,0.4,0.4,25.9,-,3.3,-
